time	V(output)
2.669002091918491e-003	2.127602e-003
2.669012091918491e-003	1.240036e-001
2.669022091918491e-003	1.074603e+000
2.669042091918491e-003	3.489334e+000
2.669082091918491e-003	4.997336e+000
2.669162091918491e-003	4.999967e+000
2.692544949061348e-003	4.999969e+000
2.715927806204205e-003	4.999970e+000
2.739310663347062e-003	4.999971e+000
2.762693520489919e-003	4.999972e+000
2.786076377632776e-003	4.999971e+000
2.809459234775633e-003	4.999971e+000
2.832842091918491e-003	4.999970e+000
2.859946294537770e-003	4.999990e+000
2.887050497157051e-003	5.000000e+000
2.914154699776331e-003	5.000000e+000
2.941258902395611e-003	4.999992e+000
2.968363105014891e-003	4.999973e+000
2.995467307634171e-003	4.999946e+000
3.022571510253451e-003	4.999908e+000
3.022581510253451e-003	4.997875e+000
3.022591510253451e-003	4.875997e+000
3.022601510253451e-003	3.925397e+000
3.022621510253451e-003	4.564835e-001
3.022626510253451e-003	3.296162e-003
3.022636510253451e-003	4.754224e-004
3.022656510253451e-003	4.810244e-005
3.022696510253451e-003	2.999985e-005
3.046090795967736e-003	2.999985e-005
3.069485081682022e-003	2.999985e-005
3.092879367396308e-003	2.999985e-005
3.116273653110594e-003	2.999985e-005
3.139667938824879e-003	2.999985e-005
3.163062224539165e-003	2.999985e-005
3.186456510253450e-003	2.999985e-005
3.291144010253450e-003	2.999985e-005
3.302948392446879e-003	2.999985e-005
3.314752774640308e-003	2.999985e-005
3.326557156833737e-003	2.999985e-005
3.338361539027167e-003	2.999985e-005
3.350165921220596e-003	2.999985e-005
3.361970303414025e-003	2.999985e-005
3.373774685607454e-003	2.999985e-005
3.373784685607454e-003	3.232519e-005
3.373794685607454e-003	9.614843e-005
3.373804685607454e-003	2.127602e-003
3.373814685607454e-003	1.240036e-001
3.373824685607454e-003	1.074603e+000
3.373844685607454e-003	3.489334e+000
3.373884685607454e-003	4.997336e+000
3.373964685607454e-003	4.999967e+000
3.397347542750311e-003	4.999969e+000
3.420730399893168e-003	4.999970e+000
3.444113257036025e-003	4.999971e+000
3.467496114178882e-003	4.999972e+000
3.490878971321739e-003	4.999971e+000
3.514261828464597e-003	4.999971e+000
3.537644685607454e-003	4.999970e+000
3.564748888226733e-003	4.999990e+000
3.591853090846014e-003	5.000000e+000
3.618957293465294e-003	5.000000e+000
3.646061496084574e-003	4.999992e+000
3.673165698703854e-003	4.999973e+000
3.700269901323134e-003	4.999946e+000
3.727374103942414e-003	4.999908e+000
3.727384103942414e-003	4.997875e+000
3.727394103942414e-003	4.875997e+000
3.727404103942414e-003	3.925397e+000
3.727424103942414e-003	4.564835e-001
3.727429103942414e-003	3.296162e-003
3.727439103942414e-003	4.754224e-004
3.727459103942414e-003	4.810244e-005
3.727499103942414e-003	2.999985e-005
3.750893389656699e-003	2.999985e-005
3.774287675370985e-003	2.999985e-005
3.797681961085271e-003	2.999985e-005
3.821076246799557e-003	2.999985e-005
3.844470532513842e-003	2.999985e-005
3.867864818228128e-003	2.999985e-005
3.891259103942414e-003	2.999985e-005
3.995946603942413e-003	2.999985e-005
4.007750986135842e-003	2.999985e-005
4.019555368329271e-003	2.999985e-005
4.031359750522700e-003	2.999985e-005
4.043164132716129e-003	2.999985e-005
4.054968514909559e-003	2.999985e-005
4.066772897102987e-003	2.999985e-005
4.078577279296417e-003	2.999985e-005
4.078587279296417e-003	3.232519e-005
4.078597279296417e-003	9.614843e-005
4.078607279296416e-003	2.127602e-003
4.078617279296416e-003	1.240036e-001
4.078627279296416e-003	1.074603e+000
4.078647279296416e-003	3.489334e+000
4.078687279296416e-003	4.997335e+000
4.078767279296416e-003	4.999967e+000
4.102150136439274e-003	4.999969e+000
4.125532993582130e-003	4.999970e+000
4.148915850724987e-003	4.999971e+000
4.172298707867845e-003	4.999972e+000
4.195681565010702e-003	4.999971e+000
4.219064422153558e-003	4.999971e+000
4.242447279296416e-003	4.999970e+000
4.269551481915696e-003	4.999990e+000
4.296655684534976e-003	5.000000e+000
4.323759887154256e-003	5.000000e+000
4.350864089773536e-003	4.999992e+000
4.377968292392816e-003	4.999973e+000
4.405072495012097e-003	4.999946e+000
4.432176697631377e-003	4.999908e+000
4.432186697631377e-003	4.997875e+000
4.432196697631377e-003	4.875997e+000
4.432206697631376e-003	3.925397e+000
4.432226697631376e-003	4.564835e-001
4.432231697631376e-003	3.296162e-003
4.432241697631376e-003	4.754224e-004
4.432261697631376e-003	4.810244e-005
4.432301697631376e-003	2.999985e-005
4.455695983345662e-003	2.999985e-005
4.479090269059947e-003	2.999985e-005
4.502484554774233e-003	2.999985e-005
4.525878840488519e-003	2.999985e-005
4.549273126202805e-003	2.999985e-005
4.572667411917090e-003	2.999985e-005
4.596061697631376e-003	2.999985e-005
4.700749197631375e-003	2.999985e-005
4.712553579824805e-003	2.999985e-005
4.724357962018234e-003	2.999985e-005
4.736162344211663e-003	2.999985e-005
4.747966726405092e-003	2.999985e-005
4.759771108598521e-003	2.999985e-005
4.771575490791950e-003	2.999985e-005
4.783379872985379e-003	2.999985e-005
4.783389872985379e-003	3.232519e-005
4.783399872985379e-003	9.614843e-005
4.783409872985379e-003	2.127602e-003
4.783419872985379e-003	1.240036e-001
4.783429872985379e-003	1.074603e+000
4.783449872985379e-003	3.489334e+000
4.783489872985379e-003	4.997335e+000
4.783569872985379e-003	4.999967e+000
4.806952730128236e-003	4.999969e+000
4.830335587271093e-003	4.999970e+000
4.853718444413950e-003	4.999971e+000
4.877101301556807e-003	4.999972e+000
4.900484158699665e-003	4.999971e+000
4.923867015842521e-003	4.999971e+000
4.947249872985378e-003	4.999970e+000
4.974354075604658e-003	4.999990e+000
5.001458278223939e-003	5.000000e+000
5.028562480843219e-003	5.000000e+000
5.055666683462499e-003	4.999992e+000
5.082770886081780e-003	4.999973e+000
5.109875088701059e-003	4.999946e+000
5.136979291320339e-003	4.999908e+000
5.136989291320339e-003	4.997875e+000
5.136999291320339e-003	4.875997e+000
5.137009291320339e-003	3.925397e+000
5.137029291320339e-003	4.564835e-001
5.137034291320339e-003	3.296162e-003
5.137044291320339e-003	4.754224e-004
5.137064291320339e-003	4.810244e-005
5.137104291320339e-003	2.999985e-005
5.160498577034624e-003	2.999985e-005
5.183892862748910e-003	2.999985e-005
5.207287148463195e-003	2.999985e-005
5.230681434177481e-003	2.999985e-005
5.254075719891767e-003	2.999985e-005
5.277470005606052e-003	2.999985e-005
5.300864291320338e-003	2.999985e-005
5.405551791320338e-003	2.999985e-005
5.417019425248909e-003	2.999985e-005
5.428487059177481e-003	2.999985e-005
5.439954693106052e-003	2.999985e-005
5.451422327034624e-003	2.999985e-005
5.462889960963196e-003	2.999985e-005
5.474357594891767e-003	2.999985e-005
5.485825228820338e-003	2.999985e-005
5.486215853820338e-003	2.999985e-005
5.488182466674342e-003	2.999985e-005
5.488192466674342e-003	3.232519e-005
5.488202466674342e-003	9.614843e-005
5.488212466674342e-003	2.127602e-003
5.488222466674342e-003	1.240036e-001
5.488232466674342e-003	1.074603e+000
5.488252466674341e-003	3.489334e+000
5.488292466674341e-003	4.997335e+000
5.488372466674342e-003	4.999967e+000
5.511755323817199e-003	4.999969e+000
5.535138180960055e-003	4.999970e+000
5.558521038102913e-003	4.999971e+000
5.581903895245770e-003	4.999972e+000
5.605286752388627e-003	4.999971e+000
5.628669609531484e-003	4.999971e+000
5.652052466674341e-003	4.999970e+000
5.679156669293621e-003	4.999990e+000
5.706260871912902e-003	5.000000e+000
5.733365074532182e-003	5.000000e+000
5.760469277151461e-003	4.999992e+000
5.787573479770741e-003	4.999973e+000
5.814677682390022e-003	4.999946e+000
5.841781885009302e-003	4.999908e+000
5.841791885009302e-003	4.997875e+000
5.841801885009302e-003	4.875997e+000
5.841811885009302e-003	3.925397e+000
5.841831885009302e-003	4.564835e-001
5.841836885009302e-003	3.296162e-003
5.841846885009302e-003	4.754224e-004
5.841866885009301e-003	4.810244e-005
5.841906885009301e-003	2.999985e-005
5.865301170723587e-003	2.999985e-005
5.888695456437872e-003	2.999985e-005
5.912089742152158e-003	2.999985e-005
5.935484027866444e-003	2.999985e-005
5.958878313580730e-003	2.999985e-005
5.982272599295015e-003	2.999985e-005
6.005666885009301e-003	2.999985e-005
6.110354385009301e-003	2.999985e-005
6.122158767202730e-003	2.999985e-005
6.133963149396159e-003	2.999985e-005
6.145767531589588e-003	2.999985e-005
6.157571913783017e-003	2.999985e-005
6.169376295976446e-003	2.999985e-005
6.181180678169875e-003	2.999985e-005
6.192985060363304e-003	2.999985e-005
6.192995060363304e-003	3.232519e-005
6.193005060363304e-003	9.614843e-005
6.193015060363304e-003	2.127602e-003
6.193025060363304e-003	1.240036e-001
6.193035060363304e-003	1.074603e+000
6.193055060363304e-003	3.489334e+000
6.193095060363304e-003	4.997335e+000
6.193175060363304e-003	4.999967e+000
6.216557917506162e-003	4.999969e+000
6.239940774649018e-003	4.999970e+000
6.263323631791875e-003	4.999971e+000
6.286706488934733e-003	4.999972e+000
6.310089346077590e-003	4.999971e+000
6.333472203220446e-003	4.999971e+000
6.356855060363304e-003	4.999970e+000
6.383959262982583e-003	4.999990e+000
6.411063465601864e-003	5.000000e+000
6.438167668221144e-003	5.000000e+000
6.465271870840424e-003	4.999992e+000
6.492376073459705e-003	4.999973e+000
6.519480276078985e-003	4.999946e+000
6.546584478698264e-003	4.999908e+000
6.546594478698264e-003	4.997875e+000
6.546604478698264e-003	4.875997e+000
6.546614478698264e-003	3.925397e+000
6.546634478698264e-003	4.564835e-001
6.546639478698264e-003	3.296162e-003
6.546649478698264e-003	4.754224e-004
6.546669478698264e-003	4.810244e-005
6.546709478698264e-003	2.999985e-005
6.570103764412550e-003	2.999985e-005
6.593498050126835e-003	2.999985e-005
6.616892335841121e-003	2.999985e-005
6.640286621555407e-003	2.999985e-005
6.663680907269693e-003	2.999985e-005
6.687075192983978e-003	2.999985e-005
6.710469478698264e-003	2.999985e-005
6.815156978698263e-003	2.999985e-005
6.826961360891693e-003	2.999985e-005
6.838765743085121e-003	2.999985e-005
6.850570125278551e-003	2.999985e-005
6.862374507471979e-003	2.999985e-005
6.874178889665409e-003	2.999985e-005
6.885983271858838e-003	2.999985e-005
6.897787654052267e-003	2.999985e-005
6.897797654052267e-003	3.232519e-005
6.897807654052267e-003	9.614843e-005
6.897817654052267e-003	2.127602e-003
6.897827654052267e-003	1.240036e-001
6.897837654052267e-003	1.074603e+000
6.897857654052267e-003	3.489334e+000
6.897897654052266e-003	4.997335e+000
6.897977654052267e-003	4.999967e+000
6.921360511195124e-003	4.999969e+000
6.944743368337981e-003	4.999970e+000
6.968126225480838e-003	4.999971e+000
6.991509082623695e-003	4.999972e+000
7.014891939766552e-003	4.999971e+000
7.038274796909409e-003	4.999971e+000
7.061657654052266e-003	4.999970e+000
7.088761856671546e-003	4.999990e+000
7.115866059290827e-003	5.000000e+000
7.142970261910107e-003	5.000000e+000
7.170074464529387e-003	4.999992e+000
7.197178667148666e-003	4.999973e+000
7.224282869767947e-003	4.999946e+000
7.251387072387227e-003	4.999908e+000
7.251397072387227e-003	4.997875e+000
7.251407072387227e-003	4.875997e+000
7.251417072387227e-003	3.925397e+000
7.251437072387227e-003	4.564835e-001
7.251442072387227e-003	3.296162e-003
7.251452072387227e-003	4.754224e-004
7.251472072387227e-003	4.810244e-005
7.251512072387226e-003	2.999985e-005
7.274906358101512e-003	2.999985e-005
7.298300643815797e-003	2.999985e-005
7.321694929530083e-003	2.999985e-005
7.345089215244369e-003	2.999985e-005
7.368483500958655e-003	2.999985e-005
7.391877786672940e-003	2.999985e-005
7.415272072387226e-003	2.999985e-005
7.519959572387226e-003	2.999985e-005
7.531763954580655e-003	2.999985e-005
7.543568336774084e-003	2.999985e-005
7.555372718967513e-003	2.999985e-005
7.567177101160942e-003	2.999985e-005
7.578981483354372e-003	2.999985e-005
7.590785865547800e-003	2.999985e-005
7.602590247741230e-003	2.999985e-005
7.602600247741230e-003	3.232519e-005
7.602610247741230e-003	9.614843e-005
7.602620247741230e-003	2.127602e-003
7.602630247741229e-003	1.240036e-001
7.602640247741229e-003	1.074603e+000
7.602660247741229e-003	3.489334e+000
7.602700247741229e-003	4.997335e+000
7.602780247741229e-003	4.999967e+000
7.626163104884087e-003	4.999969e+000
7.649545962026943e-003	4.999970e+000
7.672928819169800e-003	4.999971e+000
7.696311676312658e-003	4.999972e+000
7.719694533455515e-003	4.999971e+000
7.743077390598372e-003	4.999971e+000
7.766460247741229e-003	4.999970e+000
7.793564450360509e-003	4.999990e+000
7.820668652979789e-003	5.000000e+000
7.847772855599068e-003	5.000000e+000
7.874877058218349e-003	4.999992e+000
7.901981260837630e-003	4.999973e+000
7.929085463456909e-003	4.999946e+000
7.956189666076190e-003	4.999908e+000
7.956199666076190e-003	4.997875e+000
7.956209666076190e-003	4.875997e+000
7.956219666076190e-003	3.925397e+000
7.956239666076189e-003	4.564835e-001
7.956244666076190e-003	3.296162e-003
7.956254666076190e-003	4.754224e-004
7.956274666076190e-003	4.810244e-005
7.956314666076190e-003	2.999985e-005
7.979708951790475e-003	2.999985e-005
8.003103237504762e-003	2.999985e-005
8.026497523219047e-003	2.999985e-005
8.049891808933332e-003	2.999985e-005
8.073286094647617e-003	2.999985e-005
8.096680380361904e-003	2.999985e-005
8.120074666076189e-003	2.999985e-005
8.224762166076188e-003	2.999985e-005
8.236566548269616e-003	2.999985e-005
8.248370930463045e-003	2.999985e-005
8.260175312656473e-003	2.999985e-005
8.271979694849904e-003	2.999985e-005
8.283784077043332e-003	2.999985e-005
8.295588459236761e-003	2.999985e-005
8.307392841430190e-003	2.999985e-005
8.307402841430190e-003	3.232519e-005
8.307412841430190e-003	9.614843e-005
8.307422841430190e-003	2.127602e-003
8.307432841430189e-003	1.240036e-001
8.307442841430189e-003	1.074603e+000
8.307462841430189e-003	3.489334e+000
8.307502841430189e-003	4.997335e+000
8.307582841430189e-003	4.999967e+000
8.330965698573046e-003	4.999969e+000
8.354348555715903e-003	4.999970e+000
8.377731412858760e-003	4.999971e+000
8.401114270001616e-003	4.999972e+000
8.424497127144473e-003	4.999971e+000
8.447879984287331e-003	4.999971e+000
8.471262841430188e-003	4.999970e+000
8.498367044049469e-003	4.999990e+000
8.525471246668748e-003	5.000000e+000
8.552575449288028e-003	5.000000e+000
8.579679651907307e-003	4.999992e+000
8.606783854526588e-003	4.999973e+000
8.633888057145867e-003	4.999946e+000
8.660992259765148e-003	4.999908e+000
8.661002259765148e-003	4.997875e+000
8.661012259765148e-003	4.875997e+000
8.661022259765148e-003	3.925397e+000
8.661042259765148e-003	4.564835e-001
8.661047259765149e-003	3.296162e-003
8.661057259765148e-003	4.754224e-004
8.661077259765148e-003	4.810244e-005
8.661117259765148e-003	2.999985e-005
8.684511545479433e-003	2.999985e-005
8.707905831193720e-003	2.999985e-005
8.731300116908005e-003	2.999985e-005
8.754694402622290e-003	2.999985e-005
8.778088688336575e-003	2.999985e-005
8.801482974050862e-003	2.999985e-005
8.824877259765147e-003	2.999985e-005
8.929564759765146e-003	2.999985e-005
8.941369141958575e-003	2.999985e-005
8.953173524152003e-003	2.999985e-005
8.964977906345432e-003	2.999985e-005
8.976782288538862e-003	2.999985e-005
8.988586670732291e-003	2.999985e-005
9.000391052925719e-003	2.999985e-005
9.012195435119148e-003	2.999985e-005
9.012205435119148e-003	3.232519e-005
9.012215435119148e-003	9.614843e-005
9.012225435119148e-003	2.127602e-003
9.012235435119148e-003	1.240036e-001
9.012245435119148e-003	1.074603e+000
9.012265435119148e-003	3.489334e+000
9.012305435119147e-003	4.997335e+000
9.012385435119147e-003	4.999967e+000
9.035768292262004e-003	4.999969e+000
9.059151149404861e-003	4.999970e+000
9.082534006547719e-003	4.999971e+000
9.105916863690574e-003	4.999972e+000
9.129299720833432e-003	4.999971e+000
9.152682577976289e-003	4.999971e+000
9.176065435119146e-003	4.999970e+000
9.203169637738427e-003	4.999990e+000
9.230273840357706e-003	5.000000e+000
9.257378042976987e-003	5.000000e+000
9.284482245596266e-003	4.999992e+000
9.311586448215546e-003	4.999973e+000
9.338690650834826e-003	4.999946e+000
9.365794853454106e-003	4.999908e+000
9.365804853454106e-003	4.997875e+000
9.365814853454106e-003	4.875997e+000
9.365824853454106e-003	3.925397e+000
9.365844853454106e-003	4.564835e-001
9.365849853454107e-003	3.296162e-003
9.365859853454107e-003	4.754224e-004
9.365879853454107e-003	4.810244e-005
9.365919853454106e-003	2.999985e-005
9.389314139168391e-003	2.999985e-005
9.412708424882678e-003	2.999985e-005
9.436102710596963e-003	2.999985e-005
9.459496996311248e-003	2.999985e-005
9.482891282025533e-003	2.999985e-005
9.506285567739820e-003	2.999985e-005
9.529679853454105e-003	2.999985e-005
9.634367353454104e-003	2.999985e-005
9.646171735647533e-003	2.999985e-005
9.657976117840961e-003	2.999985e-005
9.669780500034390e-003	2.999985e-005
9.681584882227820e-003	2.999985e-005
9.693389264421249e-003	2.999985e-005
9.705193646614678e-003	2.999985e-005
9.716998028808106e-003	2.999985e-005
9.717008028808106e-003	3.232519e-005
9.717018028808106e-003	9.614843e-005
9.717028028808106e-003	2.127602e-003
9.717038028808106e-003	1.240036e-001
9.717048028808106e-003	1.074603e+000
9.717068028808106e-003	3.489334e+000
9.717108028808106e-003	4.997335e+000
9.717188028808105e-003	4.999967e+000
9.740570885950962e-003	4.999969e+000
9.763953743093820e-003	4.999970e+000
9.787336600236677e-003	4.999971e+000
9.810719457379533e-003	4.999972e+000
9.834102314522390e-003	4.999971e+000
9.857485171665247e-003	4.999971e+000
9.880868028808105e-003	4.999970e+000
9.907972231427385e-003	4.999990e+000
9.935076434046664e-003	5.000000e+000
9.962180636665945e-003	5.000000e+000
9.989284839285224e-003	4.999992e+000
1.001638904190451e-002	4.999973e+000
1.004349324452378e-002	4.999946e+000
1.007059744714306e-002	4.999908e+000
1.007060744714306e-002	4.997875e+000
1.007061744714306e-002	4.875997e+000
1.007062744714306e-002	3.925397e+000
1.007064744714306e-002	4.564835e-001
1.007065244714307e-002	3.296162e-003
1.007066244714307e-002	4.754224e-004
1.007068244714307e-002	4.810244e-005
1.007072244714307e-002	2.999985e-005
1.009411673285735e-002	2.999985e-005
1.011751101857164e-002	2.999985e-005
1.014090530428592e-002	2.999985e-005
1.016429959000021e-002	2.999985e-005
1.018769387571449e-002	2.999985e-005
1.021108816142878e-002	2.999985e-005
1.023448244714306e-002	2.999985e-005
1.033916994714306e-002	2.999985e-005
1.035097432933649e-002	2.999985e-005
1.036277871152992e-002	2.999985e-005
1.037458309372335e-002	2.999985e-005
1.038638747591678e-002	2.999985e-005
1.039819185811021e-002	2.999985e-005
1.040999624030364e-002	2.999985e-005
1.042180062249706e-002	2.999985e-005
1.042181062249706e-002	3.232519e-005
1.042182062249706e-002	9.614843e-005
1.042183062249706e-002	2.127602e-003
1.042184062249706e-002	1.240036e-001
1.042185062249706e-002	1.074603e+000
1.042187062249706e-002	3.489334e+000
1.042191062249706e-002	4.997335e+000
1.042199062249706e-002	4.999967e+000
1.044537347963992e-002	4.999969e+000
1.046875633678278e-002	4.999970e+000
1.049213919392564e-002	4.999971e+000
1.051552205106849e-002	4.999972e+000
1.053890490821135e-002	4.999971e+000
1.056228776535421e-002	4.999971e+000
1.058567062249706e-002	4.999970e+000
1.061063574526492e-002	4.999970e+000
1.063560086803278e-002	4.999970e+000
1.066056599080063e-002	4.999970e+000
1.068553111356849e-002	4.999970e+000
1.071049623633635e-002	4.999970e+000
1.073546135910421e-002	4.999970e+000
1.076042648187206e-002	4.999970e+000
1.076052413812206e-002	4.999970e+000
1.077540004083202e-002	4.999908e+000
1.077541004083202e-002	4.997875e+000
1.077542004083202e-002	4.875997e+000
1.077543004083202e-002	3.925397e+000
1.077545004083202e-002	4.564835e-001
1.077545504083202e-002	3.296162e-003
1.077546504083202e-002	4.754224e-004
1.077548504083202e-002	4.810244e-005
1.077552504083202e-002	2.999985e-005
1.079891932654631e-002	2.999985e-005
1.082231361226060e-002	2.999985e-005
1.084570789797488e-002	2.999985e-005
1.086910218368917e-002	2.999985e-005
1.089249646940345e-002	2.999985e-005
1.091589075511774e-002	2.999985e-005
1.093928504083202e-002	2.999985e-005
1.104397254083202e-002	2.999985e-005
1.105577692302545e-002	2.999985e-005
1.106758130521888e-002	2.999985e-005
1.107938568741231e-002	2.999985e-005
1.109119006960574e-002	2.999985e-005
1.110299445179917e-002	2.999985e-005
1.111479883399259e-002	2.999985e-005
1.112660321618602e-002	2.999985e-005
1.112661321618602e-002	3.232519e-005
1.112662321618602e-002	9.614843e-005
1.112663321618602e-002	2.127602e-003
1.112664321618602e-002	1.240036e-001
1.112665321618602e-002	1.074603e+000
1.112667321618602e-002	3.489334e+000
1.112671321618602e-002	4.997335e+000
1.112679321618602e-002	4.999967e+000
1.115017607332888e-002	4.999969e+000
1.117355893047174e-002	4.999970e+000
1.119694178761459e-002	4.999971e+000
1.122032464475745e-002	4.999972e+000
1.124370750190031e-002	4.999971e+000
1.126709035904316e-002	4.999971e+000
1.129047321618602e-002	4.999970e+000
1.131757741880530e-002	4.999990e+000
1.134468162142458e-002	5.000000e+000
1.137178582404386e-002	5.000000e+000
1.139889002666314e-002	4.999992e+000
1.142599422928242e-002	4.999973e+000
1.145309843190170e-002	4.999946e+000
1.148020263452098e-002	4.999908e+000
1.148021263452098e-002	4.997875e+000
1.148022263452098e-002	4.875997e+000
1.148023263452098e-002	3.925397e+000
1.148025263452098e-002	4.564835e-001
1.148025763452098e-002	3.296162e-003
1.148026763452098e-002	4.754224e-004
1.148028763452098e-002	4.810244e-005
1.148032763452098e-002	2.999985e-005
